id_cliente,nome,email,idade,cidade,data_cadastro,telefone
980,clara martins,clara.martins@hotmail.com,35,DESCONHECIDO,2021-11-08 00:00:00,(83)91195-4613
221,Diego Teixeira,diego.teixeira@hotmail.com,22,sp,2021-07-05 00:00:00,(33)93514-3641
296,MARCOS DA COSTA ,marcos.da.costa@outlook.com,41,RJ,2021-05-31 00:00:00,(65)99278-8101
345,  Renato Teixeira Filho  ,renato.teixeira.filho@hotmail.com,68,RJ,2023-06-06 00:00:00,(85)92596-1597
52,Maria dos Mendes  ,maria.dos.mendes@yahoo.com.br,76,ctba  ,2021-10-10 00:00:00,(47)94893-5934
71,m. costa,m.costa122@yahoo.com.br,80, Desconhecido ,2021-10-05 00:00:00,(69)97121-7813
440,BRUNO RIBEIRO,bruno.ribeiro@gmail.com,64,São Paulo,2021-06-10 00:00:00,(59)93042-2521
24,renato mendes,renato.mendes@hotmail.com,83,RECIFE ,2023-12-13 00:00:00,(46)91745-1893
644,  camila gomes jr.,camila.gomes.jr.@yahoo.com.br,trinta,sp,2022-03-08 00:00:00,(81)91100-3964
156,SANDRA TEIXEIRA,sandra.teixeira@gmail.com,44,Brasília,2020-10-10 00:00:00,(22)97536-6603
683,Rafael Silva,rafael.silva@outlook.com,42,São Paulo,2022-06-08 00:00:00,(35)98343-9140
108,B. Ribeiro,b.ribeiro@hotmail.com,47, Manaus ,2023-03-31 00:00:00,(78)95082-9907
59,ROBERTO TEIXEIRA,roberto.teixeira996@empresa.com.br,75,BRASÍLIA,2020-11-12 00:00:00,(27)98088-9238
1169, ALICE MENDES  ,alice.mendes@empresa.com.br,57,POA,2021-12-02 00:00:00,(32)96097-7359
978,Samuel dos Moura,samuel.dos.moura@gmail.com,85,sp,2022-08-09 00:00:00,(19)95079-7520
645,rafael mendes,rafael.mendes@empresa.com.br,30,POA,2021-08-09 00:00:00,(83)98598-8707
1070,ROBERTO BARBOSA,roberto.barbosa@yahoo.com.br,20,sp,2022-08-30 00:00:00,XXXXX
962,  Mateus Souza  ,mateus.souza@empresa.com.br,62,Campinas,2021-10-18 00:00:00,(38)95028-1321
448,  Sofia Silva ,sofia.silva170@hotmail.com,44,SJC,2021-05-19 00:00:00,(62)95857-7386
1166, PEDRO DO TEIXEIRA,pedro.do.teixeira736@yahoo.com.br,44,bh,2021-07-07 00:00:00,(64)91590-9577
372,JOÃO TEIXEIRA,joão.teixeirayahoo.com.br,80,  Rio de Janeiro,2021-07-25 00:00:00,(28)95560-5963
1157,m. almeida,m.almeida@gmail.com,20,Niteroi,2023-08-17 00:00:00,(32)95028-6869
724,Hugo da Pinto ,hugo.da.pinto994@yahoo.com.br,60,SJC,2021-12-06 00:00:00,XXXXX
1107,LAURA COSTA,laura.costa818@outlook.com,42,bh ,2021-06-07 00:00:00,(44)93122-3448
803,sofia campos,sofia.campos@yahoo.com.br,49,Sao Pualo,2021-05-13 00:00:00,(51)98540-3017
266,Vitor Ribeiro,vitor.ribeiro@yahoo.com.br,66,Belo Horizonte,2023-07-10 00:00:00,XXXXX
248,SAMUEL RIBEIRO,samuel.ribeiro@yahoo.com.br,49,POA,2020-04-13 00:00:00,(95)98208-1871
486,C. Souza,c.souza@outlook.com,31,rio de janeiro,2022-02-18 00:00:00,(12)95885-5276
55,pedro arauoj,pedro.arauoj@yahoo.com.br,59,SãoPaulo,2021-02-25 00:00:00,XXXXX
882,Rafael Silva,rafael.silva@yahoo.com.br,56,sp,2021-10-14 00:00:00,(11)99768-8731
680,samuel ribeiro,samuel.ribeiro@empresa.com.br,24,SãoPaulo,2022-01-10 00:00:00,(47)95173-9308
57,Bruno Rocha,bruno.rocha@outlook.com,19, Campinas  ,2021-02-01 00:00:00,(73)94279-3009
110,Mariana Santana,mariana.santana@empresa.com.br,-1,RIO,2022-10-17 00:00:00,(27)96582-3907
753,Camila da Teixeira,camila.da.teixeira@contato@@empresa..com,70,SALVADOR,2022-07-22 00:00:00,(21)97554-4178
965,MARIA CARVALHO,maria.carvalho@empresa.com.br,34,Camipnas,2020-09-24 00:00:00,(25)96665-4448
927,  Lucas Moura,lucas.mourayahoo.com.br,60,GOIANIA,2020-05-04 00:00:00,(64)95488-1132
278,camila araujo,camila.araujo@None,22,Curitiba ,2022-08-13 00:00:00,(70)96425-6499
479,lviia moura,,22,Goiania,2022-04-23 00:00:00,(71)95719-2003
542,Mariana Moura,mariana.moura@yahoo.com.br,41,Manuas,2020-10-19 00:00:00,(52)91750-6507
1037, Helena daC ampos ,helena.dac.ampos ,20,POA,2022-01-01 00:00:00,(33)94407-1780
333,Pedro Pinto,,999,Vila Velha,2020-11-06 00:00:00,0000
895,.T Pinto,.t.pinto@yahoo.com.br,58,PORTO ALEGRE  ,2022-02-15 00:00:00,(22)99755-9730
827,PAULO CAMPOS,paulo.campos@mail(at)domain.com,44,poa,2022-01-30 00:00:00,(20)96101-2046
907,CARLOS RIBEIRO,carlos.ribeiro@gmail.com,83,Desconhecido,2020-12-22 00:00:00,(18)93379-7050
552,MARIA PINTO,maria.pinto@outlook.com,38,Salvador,2020-05-21 00:00:00,(19)97548-5387
334,Igor da Costa,igor.da.costa@yahoo.com.br,79,Salvador,2022-04-19 00:00:00,(99)94593-2429
812,VITOR MENDES,vitor.mendes@yahoo.com.br,75,Campinas,2022-03-20 00:00:00,(93)99946-8914
705,  Camila Souza ,camila.souza186@hotmail.com,68,BELO HORIZONTE,2020-09-15 00:00:00,XXXXX
436,Bruno Ribeiro,bruno.ribeiro@yahoo.com.br,24,Niteroi,2022-11-06 00:00:00,(34)96263-8673
922,PAULO PERIERA,paulo.periera@outlook.com,23,RIO,2022-03-20 00:00:00,(53)99249-4684
728,JLUIA DE PINTO,jluia.de.pinto@hotmail.com,84,,2021-06-15 00:00:00,(90)91732-7360
498,  rafael silva  ,rafael.silva@empresa.com.br,-25, SP,2021-10-27 00:00:00,(12)95918-6622
351,RENATO SANTANA,renato.santana@yahoo.com.br,trinta, Niteroi ,2021-12-16 00:00:00,(57)94407-7402
893,Lucas Barbosa,lucas.barbosa@empresa.com.br,61,Sao Paulo,2021-05-11 00:00:00,(34)97965-8082
1108,Sandra Carvalho,sandra.carvalho@yahoo.com.br,999,Goianai,2021-03-28 00:00:00,
347, Eduardo da Ribeiro ,eduardo.da.ribeiro@yahoo.com.br,27, SAO JOSE DOS CAMPOS,2021-08-23 00:00:00,(23)98276-9247
579,Maria Moura,maria.moura@gmail.com,81,sjc,2021-02-08 00:00:00,XXXXX
747,  Samuel dos Araujo  ,samuel.dos.araujo@hotmail.com,63,Vila Vehla ,2021-08-08 00:00:00,(70)93007-6925
1122,vitor oliveira filho,vitor.oliveira.filho@yahoo.com.br,18,  Porto Alegre,2021-10-26 00:00:00,(46)96783-3673
210,SOFIA DA OLIVEIRA,sofia.da.oliveira315@gmail.com,37,sjc,2020-11-22 00:00:00,
515,Gustavo Silva,gustavo.silva@hotmail.com,47,  CTBA  ,2022-11-15 00:00:00,0000
426,DIEGO ARAUJO,diego.araujo@outlook.com,66,SJC,2022-05-02 00:00:00,(65)93032-2697
847,alice santana,alice.santana@hotmail.com,54,soã paulo,2023-04-18 00:00:00,(60)95786-8539
826,Roberto Costa,roberto.costa@gmail.com,81,Recife ,2020-10-15 00:00:00,(67)94868-2663
199, Alice Moura ,alice.moura17@hotmail.com,71,sp,2021-09-29 00:00:00,(90)93945-8444
590,M. Rocha,m.rocha@empresa.com.br,30,  ctba  ,2021-10-21 00:00:00,(93)93743-6705
241,VALENTINA PEREIRA,valentina.pereira@yahoo.com.br,70,RIO DE JANEIRO,2022-12-10 00:00:00,XXXXX
211,Camila Ribeiro,camila.ribeiro@hotmail.com,47,DESCONHECIDO,2023-02-16 00:00:00,0000
1010,Helena do Teixeira,helena.do.teixeira@gmail.com,62,sjc,2020-09-22 00:00:00,(94)98190-4432
625,  TIAGO GOMES,tiago.gomes@gmail.com,64, CTBA  ,2021-07-04 00:00:00,XXXXX
11,VITOR NUNES,vitor.nunes@hotmail.com,52,Recife,2021-06-10 00:00:00,0000
148,Heelna Barbosa,heelna.barbosa@outlook.com,31,Brasília,2023-01-25 00:00:00,0000
997,Igor Nunes,igor.nunes@user#mail.com,52,Niterói,2021-09-16 00:00:00,(15)94617-7759
1182,joão ferreira,joão.ferreira658@outlook.com,64,  POA,2020-08-04 00:00:00,(83)94915-1500
1120, Renato Nunes,renato.nunes@yahoo.com.br,16,SP,2021-04-22 00:00:00,(72)94162-9497
807,SAMUEL DA CAMPOS,samuel.da.campos@contato@@empresa..com,72,Belo Horizotne,2021-09-12 00:00:00,(38)93535-4019
681,EFRNANDA ROCHA,efrnanda.rocha@outlook.com,22,brasília,2021-06-17 00:00:00,(91)94695-3474
635,Laura Costa Sr.,laura.costa.sr.@yahoo.com.br,38,Belo Horizonte,2022-04-21 00:00:00,(80)91777-6420
840,Fernanda Silva ,fernanda.silva@outlook.com,81, rio ,2022-03-11 00:00:00,(89)91759-2237
991,CARLOS SANTANA,carlos.santana@ ,66,RJ,2022-08-08 00:00:00,(27)98642-6235
782,Igor Ferreira,igor.ferreiramail(at)domain.com,34,rio de janeiro,2022-03-11 00:00:00,(42)91146-3992
291, Lucas Santana,,22,SJC,2022-10-22 00:00:00,(67)91858-1076
844,SOFIA RIBEIRO,sofia.ribeiro@hotmail.com,65, PORTO ALEGRE,2022-07-12 00:00:00,(64)94219-9962
966,C. TEIXEIRA,c.teixeira@yahoo.com.br,49,GOIANIA,2021-07-17 00:00:00,(24)94657-6613
894,C. MARITNS,c.maritns@hotmail.com,16,CBTA,2022-10-16 00:00:00,(70)93495-8107
1042, Valentina Campos ,,61,Sao Jose dos Campos,2023-03-13 00:00:00,(50)93150-3917
425,roberto araujo,roberto.araujo@gmail.com,46,Sao Jose dos Campos,2022-03-29 00:00:00,(19)91112-1529
543,Renato Lima,,25,  SP,2021-10-31 00:00:00,(86)97703-2970
136,Sandra Moura,sandra.moura@empresa.com.br,999,SAO PAULO,2023-02-11 00:00:00,(18)95835-4342
529,Laura Silva,laura.silva@outlook.com,45,BRASÍLIA,2022-07-06 00:00:00,(68)94915-7504
234,Mariana Barbosa,mariana.barbosa@empresa.com.br,85,SÃO PAULO,2022-03-10 00:00:00,(59)98250-8531
468,C. ILMA,c.ilma@hotmail.com,40,Vila Velha,2021-10-16 00:00:00,(36)91924-7411
416,CARLOS ALMEIDA,carlos.almeida@empresa.com.br,26,BH,2022-06-02 00:00:00,(84)99306-7291
368,mateus campos,mateus.campos@empresa.com.br,61,CTBA,2024-01-29 00:00:00,(28)95954-4975
307,F. Campos,f.campos@hotmail.com,58,SP,2023-05-03 00:00:00,(33)98987-7419
159,LUCAS RIBEIRO,lucas.ribeiro@empresa.com.br,39, fortaleza,2021-06-25 00:00:00,XXXXX
141,  Sandra Silva  ,sandra.silvahotmail.com,18,SAO PAULO ,2022-07-04 00:00:00,(51)91276-7381
465,camila araujo,camila.araujo@mail(at)domain.com,97,RIO DE JANEIRO,2021-01-29 00:00:00,(60)94741-7091
889,Ana Oliveira,ana.oliveira@empresa.com.br,999,  Rio  ,2021-06-23 00:00:00,
568,V. Martins,v.martins894@gmail.com,76,  DESCONHECIOD  ,2021-04-30 00:00:00,(78)99741-5305
678,Livia de Martnis,livia.de.martnis@outlook.com,23,sãopaulo,2023-06-01 00:00:00,(44)98989-3795
1082,B. BARBOSA,b.barbosa@yahoo.com.br,999,Porto Algere,2022-06-13 00:00:00,(35)96937-4964
271,TIAGO CAMPOS,tiago.camposyahoo.com.br,16,Recife,2021-05-26 00:00:00,(79)92329-2270
297,FERNANDA DO LIMA,fernanda.do.lima@hotmail.com,77,são pualo,2021-10-04 00:00:00,(61)97113-7292
66,Fernanda Campos,fernanda.campos@empresa.com.br,999,POA,2021-08-10 00:00:00,(79)96608-9950
1157,m. almeida,m.almeida@gmail.com,20,Niteroi,2023-08-17 00:00:00,(32)95028-6869
1118,Tiago Souza Filho,tiago.souza.filho@hotmail.com,58, SÃPOAULO ,2021-11-08 00:00:00,XXXXX
909,Beatriz Souza ,beatriz.souza@empresa.com.br,24,Desconhecido,2020-07-06 00:00:00,(75)99014-4745
478,Helena Nunes,helena.nunes77@mail(at)domain.com,46,VILA VELHA,2022-10-11 00:00:00,XXXXX
313,Pedro Souza,pedro.souza@outlook.com,9,  rio de janeiro,2021-08-01 00:00:00,(65)92218-5177
97,IGOR OLIVEIRA,igor.oliveira489@gmail.com,trinta,rio,2022-11-06 00:00:00,(72)92160-4751
185, Valentina Pereira  ,valentina.pereira@gmail.com,31,sao paulo,2022-04-14 00:00:00,(59)97235-1719
286,Camila Campos,camila.campos@outlook.com,66,  SÃO PAULO ,2021-05-30 00:00:00,XXXXX
232,Roberto Mendes,roberto.mendes@gmail.com,66,bh,2021-09-17 00:00:00,(36)96548-4281
164,Livia Moura,livia.moura@empresa.com.br,999,BH,2021-03-22 00:00:00,(66)95799-4788
463, GUSTAVO CARVALHO  ,gustavo.carvalho@None,84,poa,2022-11-20 00:00:00,XXXXX
222,  Gustavo dos Pereira,gustavo.dos.pereira@empresa.com.br,67,DESCONHECIDO,2024-01-23 00:00:00,(75)96427-5842
1114,ANA ARAUJO JR.,ana.araujo.jr.@empresa.com.br,65,BRASÍLIA,2020-07-12 00:00:00,(75)98405-5389
157,BRUNO NUNES,bruno.nunes@hotmail.com,47,SJC  ,2022-05-05 00:00:00,XXXXX
362,JULIA DE ROCHA,julia.de.rocha752@empresa.com.br,79,RIO DE JANEIRO,2023-04-03 00:00:00,
632,Roberto Moura,roberto.moura@gmail.com,92,Rio,2022-03-07 00:00:00,0000
1041,paulo costa,paulo.costa@yahoo.com.br,67,ãSoPaulo,2022-01-30 00:00:00,(31)96318-6232
287,ROBERTO DO SANTANA,roberto.do.santana531@outlook.com,-25, Niteroi ,2021-06-28 00:00:00,
200,Valentina Mendes,valentina.mendes39@outlook.com,30,fortaleza,2022-01-30 00:00:00,(77)92281-9574
1034,MARCOS COSTA,marcos.costa@empresa.com.br,41,Recife,2022-03-23 00:00:00,(43)98396-5414
1051,Julia Lima,julia.lima@gmail.com,34,porto laegre,2022-02-22 00:00:00,
863, helena santana ,helena.santana@yahoo.com.br,19, bh,2022-03-28 00:00:00,
324,sofia ribeiro sr.,sofia.ribeiro.sr.677@gmail.com,76, RJ ,2021-12-17 00:00:00,(98)93134-6426
443,Diego Santana,diego.santana@mail(at)domain.com,57,São Paluo ,2021-07-17 00:00:00,(32)93591-2640
245,Tiago Gomes  ,tiago.gomes@empresa.com.br,70,RECIFE,2021-09-17 00:00:00,(66)98433-9096
382,SOFIA ALMEIDA,sofia.almeida@yahoo.com.br,19,Belo Horizonte,2020-01-20 00:00:00,(81)97358-5709
1177,GUSTAVO DA COSTA,gustavo.da.costa227@yahoo.com.br,68,,2021-12-15 00:00:00,(64)93384-5104
574,gustavo mendes,gustavo.mendes@hotmail.com,48,poa,2021-08-25 00:00:00,(91)92081-2376
1055,  julia silva,julia.silva@empresa.com.br,57,  Proto Alegre,2022-01-09 00:00:00,(77)91422-2296
935,Pedro Souza,pedro.souza@empresa.com.br,46,Salvador,2022-08-07 00:00:00,(20)97738-5085
1193,  amria barbosa,amria.barbosa@outlook.com,35,SP,2023-03-22 00:00:00,(92)97810-2861
353,helena pereira jr.,,32,  RJ  ,2022-10-13 00:00:00,(66)99399-7552
925,  Camila Campos  ,,58,Mnaaus,2023-02-21 00:00:00,(65)98419-1471
1162,Clara Carvalho,clara.carvalho@hotmail.com,73,Manaus,2020-05-06 00:00:00,XXXXX
